Report Number,ACRS Report Type,Related Non-Motorist,Collision Type,Weather,Surface Condition,Light,Traffic Control,Driver Substance Abuse,Non-Motorist Substance Abuse,Person ID,Driver At Fault,Injury Severity,Circumstance,Driver Distracted By,Drivers License State,Vehicle Damage Extent,Vehicle First Impact Location,Vehicle Body Type,Vehicle Movement,Vehicle Going Dir,Speed Limit,Parked Vehicle,Vehicle Year,Vehicle Make,Vehicle Model,Latitude,Longitude,time,day of the week,date
MCP3360000S,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CED4439F-46C9-40AE-8BA0-BDC7E10432B5,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2013.0,DODG,PV,39.15894,-77.20306167,13:07:00,Saturday,2023-08-26
MCP3109008H,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,68F625FD-7C62-4C93-9FB3-05F2453B54C2,Yes,NO APPARENT INJURY,,NOT DISTRACTED,,UNKNOWN,ONE OCLOCK,UNKNOWN,STARTING FROM LANE,South,35.0,No,0.0,UNKNOWN,UNKNOWN,39.01162985,-76.97891906,07:30:00,Tuesday,2023-10-17
DD56480024,Property Damage Crash,,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,1C351519-85B8-4521-8787-66AC3D192A1B,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,,Unknown,5.0,No,2021.0,FORD,EXPLORER,39.06057259,-77.1233811,09:15:00,Wednesday,2023-07-26
MCP30210073,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLOUDY,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E4AA716D-D0A8-49E9-A144-5CB18E3EDA1D,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TEN OCLOCK,PASSENGER CAR,PARKED,,0.0,Yes,2016.0,TOYOTA,SIENNA,39.10857833,-76.93583,14:15:00,Tuesday,2023-12-05
DD55200025,Property Damage Crash,,OTHER,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,C44E9A58-FBB1-4875-A8B7-7510122F3444,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,ELEVEN OCLOCK,OTHER BUS,PARKED,,15.0,Yes,2019.0,THMS,BU,39.07975338,-77.14641648,14:37:00,Wednesday,2023-09-13
MCP3251001B,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,ALCOHOL CONTRIBUTED,,F778A552-4398-40D2-B5AD-931652369589,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,45.0,No,2016.0,CHEVY,MALIBU,39.148475,-77.29012,22:37:00,Wednesday,2023-11-22
DD5664000X,Injury Crash,,OTHER,,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1B240A27-4A4D-46DD-8269-CD21881759A4,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,DISABLING,TEN OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,25.0,No,2015.0,TOYT,SU,39.09317568,-77.12281141,07:06:00,Friday,2023-09-08
MCP3086009C,Injury Crash,,OPPOSITE DIRECTION SIDESWIPE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,273895A3-78AC-4FD5-AB8E-D4077E9220D7,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,North,30.0,No,2008.0,NISSAN,ROGUE,39.17597667,-77.118285,17:10:00,Monday,2023-07-17
MCP32670020,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,F69A143C-B4B6-4AA5-8182-2F3EBB1014AE,Yes,SUSPECTED MINOR INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35.0,No,2001.0,LEXUS,GS 300,39.06126333,-77.091415,21:45:00,Thursday,2023-09-21
MCP1366003V,Property Damage Crash,,OTHER,CLEAR,,DUSK,,NONE DETECTED,,501EFC2A-94E4-4FBB-9927-3F2F9577FBC2,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,FUNCTIONAL,FOUR OCLOCK,PASSENGER CAR,BACKING,Unknown,0.0,No,2014.0,TOYOTA,CAMRY,39.1269309,-77.16410637,17:04:00,Friday,2015-12-04
EJ78870030,Property Damage Crash,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FA466AB4-86C2-4FAD-998E-AC90CA035F29,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,MD,DISABLING,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,South,35.0,No,2018.0,CHEV,UT,39.15121263,-77.21393987,07:00:00,Wednesday,2023-09-13
MCP3258003M,Property Damage Crash,,SAME DIR REND LEFT TURN,CLEAR,,DAYLIGHT,NO CONTROLS,,,6210012C-5CD4-461F-B5B9-BDD2F616364B,No,NO APPARENT INJURY,,NOT DISTRACTED,US,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,OTHER,North,5.0,No,2016.0,MAZDA,MAZDA 3,39.03541,-77.05616667,15:07:00,Saturday,2023-12-09
MCP2930003L,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,52A5D39E-D44C-402C-A36E-420BA645C9BC,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,FIVE OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,15.0,No,2014.0,THOM,BU,39.07033,-77.08642333,17:05:00,Friday,2023-09-08
MCP25920034,Property Damage Crash,,SAME DIRECTION SIDESWIPE,RAINING,WET,DAYLIGHT,,,,E82E44F8-73EE-4708-9E15-C207201A0464,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30.0,No,2008.0,KIA,SPECTRA,39.15242049,-77.14236651,07:17:00,Monday,2023-09-11
MCP32700012,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,DA5007A3-D55B-405D-909B-E3595CB5D2FB,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,ELEVEN OCLOCK,POLICE VEHICLE/EMERGENCY,MAKING LEFT TURN,South,30.0,No,2012.0,BMW,4S,38.98285167,-77.02251333,17:23:00,Thursday,2021-08-05
MCP20470056,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,448922A9-39F1-452E-90D3-368151D525FD,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,RECREATIONAL VEHICLE,STOPPED IN TRAFFIC LANE,South,40.0,No,2022.0,JEEP,OMPASS,39.10663917,-77.16909783,13:58:00,Saturday,2023-11-11
MCP3086009S,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,5084D787-7954-4C81-9FAE-A2705758EA3F,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25.0,No,2023.0,LEXS,SD,39.15544217,-77.164679,11:50:00,Friday,2023-12-08
MCP3079005H,Injury Crash,,SAME DIR REAR END,,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,9A9F8DA6-C332-4398-ACD4-40843D62333B,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,(SPORT) UTILITY VEHICLE,STOPPED IN TRAFFIC LANE,South,45.0,No,2010.0,MERCEDES,GL450,39.192229,-77.24268133,07:51:00,Monday,2023-09-11
MCP3148005C,Property Damage Crash,,OTHER,CLEAR,,DAYLIGHT,,NONE DETECTED,,1CC74A56-94EF-457C-BE0C-0561F1C14F00,Yes,NO APPARENT INJURY,,UNKNOWN,MD,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,15.0,No,2007.0,FORD,ECONOLINE,39.04434833,-77.11054833,16:05:00,Friday,2023-09-29
MCP27710030,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,,,,B7B1DCFD-9088-47F0-A618-CDC4B8616420,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWELVE OCLOCK,TRUCK TRACTOR,MOVING CONSTANT SPEED,West,40.0,No,2011.0,INTL,PROSTAR PREMIUM,39.11236366,-77.06136726,10:49:00,Tuesday,2023-12-12
MCP30850047,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,OTHER,UNKNOWN,,BA7635CB-BEAB-43E2-BC4A-2EF64B32C494,Yes,NO APPARENT INJURY,,UNKNOWN,,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,35.0,No,2016.0,LEXUS,TX,38.99491304,-77.04555057,17:45:00,Sunday,2023-10-01
MCP23510054,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,A0153670-5253-4807-917A-CE0A6DE39D39,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,30.0,No,2006.0,HONDA,VN,39.06173464,-77.11574439,12:06:00,Friday,2023-11-03
MCP285900DD,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,548086F2-5177-44C9-B3F3-7097F344A3FD,Yes,NO APPARENT INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,30.0,No,2022.0,FORD,MUSTANG,39.1159395,-77.20444058,13:19:00,Tuesday,2023-07-25
MCP3190005L,Injury Crash,,SAME DIR REAR END,SNOW,WET,DAWN,NO CONTROLS,NONE DETECTED,,18A5FC36-2FB6-46A7-A1EE-5E9AAA3B73C4,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,40.0,No,2003.0,CHEVROLET,EXPRESS,39.12080783,-77.03858283,07:51:00,Monday,2023-12-11
MCP32250042,Property Damage Crash,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,UNKNOWN,,A7890C2A-04C1-41AC-A229-B2FF1EE30E67,Yes,NO APPARENT INJURY,,UNKNOWN,,UNKNOWN,TWELVE OCLOCK,PASSENGER CAR,UNKNOWN,East,35.0,No,2004.0,TOYOTA,4S,39.09300033,-77.07999733,16:45:00,Monday,2023-08-14
MCP32000091,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,15433CB5-3E1B-4867-819F-553CD838BB57,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,TWELVE OCLOCK,"OTHER LIGHT TRUCKS (10,000LBS (4,536KG) OR LESS)",MOVING CONSTANT SPEED,East,20.0,No,2009.0,ISUZU,TRUCK,39.01504967,-77.0752745,09:06:00,Friday,2023-08-18
MCP2456007Q,Property Damage Crash,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,02F3D3BD-C418-4B5F-8E43-81D5276D3D06,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,SUPERFICIAL,TEN OCLOCK,TRANSIT BUS,MOVING CONSTANT SPEED,North,40.0,No,2020.0,BU,TRANSIT BUS,39.02439471,-76.97953166,06:45:00,Friday,2023-09-08
DD5567000X,Property Damage Crash,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,,NONE DETECTED,,CA91953B-E9A6-4FAC-A0A0-0F5523F69D73,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,35.0,No,2003.0,MERCEDES,E320,39.08136873,-77.14656839,13:19:00,Monday,2023-09-25
MCP3334001S,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,8DE37C41-13DC-44F6-BCB2-98E0B6388544,Yes,NO APPARENT INJURY,,UNKNOWN,DC,FUNCTIONAL,SEVEN OCLOCK,TRANSIT BUS,CHANGING LANES,North,25.0,No,2016.0,TBU,UK,38.99671,-77.02531,15:15:00,Saturday,2023-10-21
MCP2674004K,Property Damage Crash,,SINGLE VEHICLE,CLEAR,,DARK -- UNKNOWN LIGHTING,NO CONTROLS,NONE DETECTED,,503DC7C9-5F2C-4BB2-812A-DDE026F7CEC7,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,25.0,No,2010.0,JEEP,WRANGLER,39.27629867,-77.21182033,18:48:00,Monday,2023-11-27
MCP2946005Y,Property Damage Crash,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,F684B822-8F97-4976-940B-79B3B998FB6D,Yes,NO APPARENT INJURY,"DEBRIS OR OBSTRUCTION, N/A",NOT DISTRACTED,MD,SUPERFICIAL,TWO OCLOCK,SCHOOL BUS,MOVING CONSTANT SPEED,South,40.0,No,2022.0,THOMAS,SCHOOL BUS,39.22492767,-77.29247417,07:06:00,Monday,2023-10-02
EJ78520084,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,STOP SIGN,UNKNOWN,,B9F48CF4-FEFC-4F8E-8E99-54DF023218BA,Yes,NO APPARENT INJURY,,UNKNOWN,,SUPERFICIAL,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,25.0,No,2014.0,JEEP,SUV,39.12943225,-77.20086051,12:29:00,Saturday,2023-07-29
MCP2516004K,Property Damage Crash,,SAME DIRECTION RIGHT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,0D980BE7-8472-4090-A141-C8FD1DE2FF54,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,35.0,No,2016.0,TOYOTA,SCION,39.17913918,-77.26769599,08:40:00,Monday,2023-11-20
MCP3158004P,Injury Crash,,SINGLE VEHICLE,CLEAR,DRY,DARK NO LIGHTS,NO CONTROLS,ALCOHOL PRESENT,,B94EB41C-B194-434D-B210-462E91314FC5,Yes,POSSIBLE INJURY,,UNKNOWN,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,30.0,No,1998.0,DODGE,DAKOTA,39.17623167,-77.11849667,22:42:00,Wednesday,2023-12-20
MCP2162005J,Property Damage Crash,,SAME DIRECTION LEFT TURN,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,E14AF74E-A1FC-4824-8F54-B7A1FCA9EDD9,Yes,NO APPARENT INJURY,,UNKNOWN,MD,SUPERFICIAL,EIGHT OCLOCK,PASSENGER CAR,CHANGING LANES,North,35.0,No,2024.0,SUBARU,OUTBACK,39.011161,-76.979146,15:45:00,Sunday,2023-10-29
MCP22700025,Injury Crash,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D347E290-6614-4DE1-845E-398BE8A0915A,Yes,NO APPARENT INJURY,"N/A, VISION OBSTRUCTION (INCL. BLINDED BY SUN)",INATTENTIVE OR LOST IN THOUGHT,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40.0,No,2014.0,JEEP,TK,39.05438333,-77.14111167,08:00:00,Thursday,2023-08-31
EJ7781004D,Property Damage Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,3CF8FCEE-8DBE-462C-80F3-462C851F7A47,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,West,40.0,No,2023.0,VOLK,UT,39.1174087,-77.25083387,09:08:00,Saturday,2023-08-26
MCP3280003S,Injury Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,B1A5771C-1C18-4E28-9E38-0AA901F5F5E0,Yes,NO APPARENT INJURY,,NOT DISTRACTED,XX,DESTROYED,ELEVEN OCLOCK,PASSENGER CAR,ACCELERATING,South,50.0,No,2021.0,HYUNDAI,VENUE,39.073565,-76.95593833,06:30:00,Thursday,2023-08-17
DM8494003P,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,,,92E3684C-961A-4E38-BBAD-BEEB3CE446C9,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,25.0,No,2018.0,HOND,SD,39.05575817,-77.14993583,19:40:00,Thursday,2023-12-28
MCP30510075,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,69725543-A04C-48B1-9A52-B7B16085E5D2,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,West,35.0,No,2017.0,SUBARU,FORESTER,38.986075,-77.14303667,19:19:00,Monday,2023-11-06
MCP291700CN,Injury Crash,,HEAD ON,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,DD1220D0-A220-4E26-975B-A043F0DD7490,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,35.0,No,2018.0,SUBARU,FORESTER,39.04955317,-77.01948167,14:19:00,Wednesday,2023-11-08
MCP32320042,Injury Crash,,ANGLE MEETS LEFT HEAD ON,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,UNKNOWN,,79CA0B8F-4A32-424B-8A51-5D783A95C010,Yes,POSSIBLE INJURY,,UNKNOWN,,FUNCTIONAL,TWELVE OCLOCK,,UNKNOWN,East,35.0,No,0.0,UNKNOWN,UNKNOWN,39.0959286,-77.00188168,20:41:00,Sunday,2023-08-20
DD56240041,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,STOP SIGN,NONE DETECTED,,5D579348-9AA0-4FFD-9256-73892FE10ABC,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,25.0,No,2018.0,JEEP,4D,39.08865234,-77.1432778,20:00:00,Tuesday,2020-04-07
MCP9301004N,Injury Crash,,STRAIGHT MOVEMENT ANGLE,,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,9B6B62ED-C882-49C6-9F6D-D3F4493212EC,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,West,35.0,No,2015.0,NISS,ALTIMA,39.19470608,-77.18478522,09:40:00,Friday,2023-09-08
MCP3095004P,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,,,CB4D5103-AE33-4F2E-8D80-0F87E8536058,No,NO APPARENT INJURY,,NOT DISTRACTED,VA,SUPERFICIAL,TWELVE OCLOCK,FIRE VEHICLE/EMERGENCY,MOVING CONSTANT SPEED,East,40.0,No,2004.0,SPARTAN,MARION,39.06248817,-76.96288567,15:07:00,Thursday,2023-10-19
MCP2905005V,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,,,0B61749B-C321-4C8F-B85A-A0D992E0225D,Yes,NO APPARENT INJURY,,NOT DISTRACTED,CT,SUPERFICIAL,THREE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25.0,No,2022.0,RAM,PROMASTER,38.96238333,-77.09184833,11:48:00,Wednesday,2023-09-06
MCP1205009S,Property Damage Crash,,SAME DIRECTION LEFT TURN,UNKNOWN,UNKNOWN,DAYLIGHT,OTHER,UNKNOWN,,C6E7948B-D3BE-41A6-A1AB-2F13661C6781,Yes,NO APPARENT INJURY,,UNKNOWN,,SUPERFICIAL,ELEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,South,25.0,No,2021.0,TOYOTA,SUV,38.98224678,-77.09319243,15:00:00,Thursday,2023-09-21
DD5612004N,Property Damage Crash,,SINGLE VEHICLE,RAINING,WET,DAYLIGHT,,NONE DETECTED,,C4C01A98-A794-433A-B9E4-DE8F8030DC04,Yes,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,40.0,No,1993.0,TOYT,VN,39.09262674,-77.18325859,15:49:00,Tuesday,2023-11-21
MCP2683005K,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,STOP SIGN,NONE DETECTED,,25208F10-4C2E-4AF7-90D6-A51AD12BDD0F,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,ELEVEN OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,35.0,No,2021.0,NISSAN,ROG,39.15057667,-77.20408667,18:21:00,Friday,2021-06-25
DD5664000W,Injury Crash,,OTHER,CLOUDY,WET,DAYLIGHT,,NONE DETECTED,,BA2BC60A-C56B-4533-A19A-AB42BA96EFBD,No,POSSIBLE INJURY,"N/A, WET",NOT DISTRACTED,DC,SUPERFICIAL,TWELVE OCLOCK,TRANSIT BUS,STOPPED IN TRAFFIC LANE,South,35.0,No,2019.0,BU,BUS,39.08155936,-77.14594738,07:33:00,Friday,2023-08-25
MCP3348001J,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,,B5BEF361-566D-4771-A804-F8E2B4E7B8B6,Yes,POSSIBLE INJURY,,LOOKED BUT DID NOT SEE,MD,DISABLING,ONE OCLOCK,(SPORT) UTILITY VEHICLE,MAKING LEFT TURN,South,20.0,No,2020.0,HOND,CRV,39.08255167,-77.04876333,08:23:00,Monday,2023-11-13
MCP241100C8,Property Damage Crash,,HEAD ON LEFT TURN,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,8EDC4F7E-AFE4-40DD-A348-D0A650856E54,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,40.0,No,2007.0,TOYOTA,CAMRY,39.09488167,-77.11237667,12:48:00,Wednesday,2023-10-11
MCP3353001V,Injury Crash,,SAME DIR REAR END,,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,5E3C4A9B-B24F-4D84-9B4B-CB301A3F6147,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,North,45.0,No,2020.0,NISSAN,ROGUE,39.09308982,-77.07910251,18:45:00,Monday,2023-11-06
MCP3134004J,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,,NO CONTROLS,,,4111D8CB-4EC8-4F68-94F3-E20A4F147508,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,FUNCTIONAL,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,45.0,No,2003.0,TOYOTA,TK,39.11079137,-76.93342331,18:22:00,Wednesday,2023-08-23
MCP22030079,Injury Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,C34B20EF-5CF0-424D-9556-052D4FD754BB,Yes,POSSIBLE INJURY,,NOT DISTRACTED,MD,DISABLING,ONE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,35.0,No,2000.0,HOND,CRV,39.04609633,-77.03231683,14:25:00,Monday,2023-09-11
MCP32350027,Property Damage Crash,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,NONE DETECTED,,1590BB9A-1EB3-4A8B-837D-8CEF7B50661D,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,SUPERFICIAL,SIX OCLOCK,PASSENGER CAR,BACKING,North,25.0,No,2015.0,VOLKSWAGEN,JETTA,39.0885456,-76.9397154,01:15:00,Monday,2023-10-23
MCP3208004W,Property Damage Crash,,SAME DIR REAR END,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,F9A043EE-2601-4D11-8368-673506687480,No,NO APPARENT INJURY,,NOT DISTRACTED,DC,FUNCTIONAL,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,35.0,No,2018.0,HONDA,SD,39.0043195,-77.023588,22:44:00,Saturday,2023-11-11
MCP28430025,Injury Crash,BICYCLIST,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,,NONE DETECTED,NONE DETECTED,1164605F-D332-4E8C-BAE6-8EE1BA68F100,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,SUPERFICIAL,TWELVE OCLOCK,PASSENGER CAR,MAKING U TURN,South,45.0,No,2023.0,TOYOTA,TACOMA,39.16155167,-77.15925167,18:35:00,Tuesday,2023-09-05
MCP01130016,Property Damage Crash,,OTHER,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5E26D10C-34F6-4637-B7C5-9483DD9D4695,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,SUPERFICIAL,TWO OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,25.0,No,2017.0,TOYOTA,PRIUS,39.02660833,-77.07861,12:01:00,Thursday,2017-02-23
MCP3230004Z,Property Damage Crash,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,F60B52C4-E0A6-4A10-98AF-AF5E3861114D,Yes,NO APPARENT INJURY,,NOT DISTRACTED,XX,DISABLING,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,35.0,No,2003.0,HONDA,ACCORD,39.07629417,-77.08072467,21:15:00,Tuesday,2023-11-14
